id,agency,updated,accessed,url,data_retention_in_days,number_of_owned_cameras,external_organizations_with_access,hotlists_alerted_on,vehicles_detected_in_the_last_30_days,hotlist_hits_in_the_last_30_days,searches_in_the_last_30_days,public_search_audit
543,Clive IA PD,2024-04-26T11:41:44Z,2024-04-26T17:32:04Z,https://transparency.flocksafety.com/clive-ia-pd,30 days,20,"Addison IL PD, Adrian MI PD, Akron OH PD, Altoona IA PD, Anderson PD IN, Ankeny IA PD, ATF Nashville TN, Atlanta GA PD, Avon IN PD, Baytown TX PD, Bloomfield NM PD, Bloomington IL PD, Blue Ash OH PD, Blue Island IL PD, Blue Springs MO PD, Boulder CO PD, Bradenton FL PD, Bremen IN PD, Bullitt County KY SO, Burlington IA PD, Calhoun County AL SO, Calumet City IL PD, Calumet Park IL PD, Camanche IA PD, Carpentersville IL PD, Carter Lake IA PD, Champaign IL PD, Chatham IL PD, Chicago IL PD, Cicero IL PD, Clinton Co IA Communications Center, Clinton IA PD, Clive IA PD, Cobb County GA DA, Cobb County GA PD, Cobb County GA SO, Collier County FL SO, Coon Rapids MN PD, Coralville IA PD, Council Bluffs IA PD, Davenport IA PD, Dolton IL PD, Douglas County NE SO, Dubuque IA PD, Dutchess County Office of Probation & Community Corrections NY, East Moline IL PD, East Peoria IL PD, Eden Prairie MN PD, El Dorado KS PD, Elizabethton TN PD, Emporia KS PD, Evergreen Park IL PD, Excelsior Springs MO PD, Flint MI PD, Fulshear TX PD, Fulton IL PD, Gladstone MO PD, Glencoe AL PD, Glenwood IA PD, Grant County WI SO, Hillside IL PD, Houston TX PD, Illinois Statewide Auto Theft Taskforce, Indiana Department of Corrections, Indianapolis International Airport IN PD, Indianola IA PD, Irondale AL PD, Johnston IA PD, Justice IL PD, Kansas City MO PD, Kansas Highway Patrol, Kearney NE PD, Lansing IL PD, Lee County IA SO, Mahoning Twp PA PD, Manchester MO PD, Marshalltown IA PD, Maryland Heights MO PD, Matteson IL PD, McHenry County Conservation District IL PD, McHenry County IL SO, McHenry IL PD, Miami FL PD, Milan IL PD , Minneapolis KS PD, Missouri Department of Conservation, MOCIC , Moline IL PD, Morris IL PD, Nacogdoches Co TX Criminal Taskforce Div, Navajo County AZ SO, New Castle County DE PD, New Castle IN PD, New York State Police NY, Newton IA PD, North Chicago IL PD, North Liberty IA PD, North Platte NE PD, O'Fallon MO PD, Oak Brook IL PD , Oak Lawn IL PD, Odessa MO PD, Oswego IL PD, Ottumwa IA PD, Overland Park KS PD, Peoria IL PD, Peotone IL PD , Pleasant Hill IA PD, Polk City IA PD, Polk County Conservation IA, Richland County SC SO, RIG WI DTF, Rock County WI SO, Rosemont IL PD, Sarasota County FL SO, Sarasota FL PD, Sarpy County NE SO, Sauk Village IL PD, Scott County IA SO, Skokie IL PD, South Bend IN PD, South Chicago Heights IL PD, South Sioux City NE PD , Springfield MO PD, St. Ann MO PD, St. Charles County MO PD, St. Louis Metro MO PD, Ste. Genevieve County MO SO , Sterling Heights MI PD, Sunset Hills MO PD, Texas Financial Crimes Intelligence Center, Titusville FL PD, Town & Country MO PD, Ulysses KS PD, University of Iowa PD (IA), Urbandale IA PD, US Postal Inspection Service, Villa Park IL PD, Village of Homer Glen IL PD, Village of LaGrange Park IL PD, Village of Lynwood IL PD, Village of Manhattan IL PD, Village of Park Forest IL PD, Warrenville IL PD, Waterloo IA PD, Waukee IA PD, Waukegan IL PD, Wayzata MN PD, West Chicago IL PD, West Des Moines IA PD, WI Department of Justice, Wichita KS PD, Wood Dale IL PD, Woodstock IL PD, Zion IL PD","NCIC, NCMEC Amber Alert",466194,1821,86,1
777,Edina MN PD,2024-04-26T12:09:34Z,2024-04-26T17:32:05Z,https://transparency.flocksafety.com/edina-mn-pd,30 days,19,NA,"NCMEC Amber Alert, MN BCA",336034,4258,48,1
538,Clinton IA PD,2024-04-26T11:39:41Z,2024-04-26T17:32:07Z,https://transparency.flocksafety.com/clinton-ia-pd,30 days,8,"Altoona IA PD, Ankeny IA PD, Burlington IA PD, Camanche IA PD, Chatham IL PD, Clinton Co IA Communications Center, Clive IA PD, Coal Valley IL PD , Coralville IA PD, Council Bluffs IA PD, Davenport IA PD, Dekalb IL PD, Dodgeville WI PD, Dubuque IA PD, East Moline IL PD, El Dorado KS PD, Fulton IL PD, Glenwood IA PD, Grant County WI SO, Hall County NE SO, Illinois State Police, Indianola IA PD, Johnston IA PD, Kankakee County IL SO, Kearney NE PD, La Crosse WI PD, Lansing IL PD, Lee County IA SO, Linn County IA SO, Madison SD PD , Milan IL PD , MOCIC , Moline IL PD, Monroe County WI SO, Morris IL PD, Morrison IL PD, Newton IA PD, Normal IL PD , North Liberty IA PD, Ogle County IL SO, Ottumwa IA PD, Platteville WI PD, Plover WI PD, Polk City IA PD, Polk County Conservation IA, RIG WI DTF, Rock Falls IL PD, Rock Island IL PD, Rockdale IL PD , Sarpy County NE SO, Sauk Village IL PD, Scott County IA SO, Silvis IL PD, South Sioux City NE PD , Texas Financial Crimes Intelligence Center, University of Iowa PD (IA), Urbandale IA PD, Waterloo IA PD, Waukee IA PD, West Des Moines IA PD, Whiteside County Dispatch Center IL, Whiteside County IL SO","NCIC, NCMEC Amber Alert",105614,1712,101,1
2034,Peotone IL PD,2024-04-26T09:46:15Z,2024-04-26T17:32:09Z,https://transparency.flocksafety.com/peotone-il-pd-,30 days,3,NA,"NCIC, NCMEC Amber Alert",38720,16,10,0
2593,Urbandale IA PD,2024-04-26T11:42:37Z,2024-04-26T17:32:10Z,https://transparency.flocksafety.com/urbandale-ia-pd,30 days,21,"Altoona IA PD, Ankeny IA PD, Anoka County MN SO, Blue Springs MO PD, Burlington IA PD, Camanche IA PD, Cape Girardeau MO PD, Chatham IL PD, Clinton Co IA Communications Center, Clinton IA PD, Clive IA PD, Coralville IA PD, Council Bluffs IA PD, Davenport IA PD, Dubuque IA PD, El Dorado KS PD, Excelsior Springs MO PD, Glenwood IA PD, Grant County WI SO, Greenfield WI PD, Houston TX PD, Indianola IA PD, Johnston IA PD, Justice IL PD, Kankakee County IL SO, Kearney NE PD, Lansing IL PD, Lee County IA SO, Lee's Summit MO PD, Linn County IA SO, Madison SD PD , Marshalltown IA PD, MOCIC , Nacogdoches Co TX Criminal Taskforce Div, New York State Police NY, Newton IA PD, North Liberty IA PD, Odessa MO PD, Ottumwa IA PD, Overland Park KS PD, Pleasant Hill IA PD, Polk City IA PD, Polk County Conservation IA, Rock County WI SO, Sarpy County NE SO, Sauk Village IL PD, Scott County IA SO, Sioux City IA PD, Springfield MO PD, Texas Financial Crimes Intelligence Center, University of Iowa PD (IA), US Postal Inspection Service, Waterloo IA PD, Waukee IA PD, West Des Moines IA PD, WI Department of Justice","NCIC, NCMEC Amber Alert",379900,1116,267,1
268,Bratenahl OH PD,2024-04-26T10:50:25Z,2024-04-26T17:32:12Z,https://transparency.flocksafety.com/bratenahl-oh-pd,30 days,10,NA,"NCIC, NCMEC Amber Alert",46104,197,123,0
819,Euclid OH PD,2024-04-26T10:03:34Z,2024-04-26T17:32:13Z,https://transparency.flocksafety.com/euclid-oh-pd,30 days,26,NA,"NCIC, NCMEC Amber Alert",263840,3766,495,0
1059,Great Parks of Hamilton County OH PD,2024-04-26T09:43:14Z,2024-04-26T17:32:15Z,https://transparency.flocksafety.com/great-parks-of-hamilton-county-oh-pd,30 days,9,"Alliance OH PD, Amberley Village OH PD, Aurora OH PD , Bath Township OH PD, Bellville OH PD, Blendon Township OH PD, Blue Ash OH PD, Brecksville OH PD, Brooklyn OH PD, Brown County SO IN, Bryan OH PD, Buckeye Lake OH PD, Bullitt County KY SO, Butler County OH SO, Butler Township OH PD, Cincinnati/Northern Kentucky Intl Airport PD, Cleveland Clinic OH PD, Cleveland Metro Parks OH PD , Cleveland State University OH PD, Columbus OH PD, Conneaut OH PD, Cuyahoga Falls OH PD, Cuyahoga Heights OH PD, Delaware County OH SO, Delhi Twp OH PD, Dept. of Natural Resources OH PD, Euclid OH PD, Evendale OH PD, Fairfax OH PD, Fairfield OH PD, Fairfield Township OH PD, Five Rivers MetroParks OH PD, Forest Park OH PD, Fulton County OH SO, Gallia County OH SO, Garfield Heights OH PD, Georgetown KY PD, Golf Manor OH PD, Grafton OH PD, Grandview Heights OH PD, Green Township OH PD, Greenhills OH Police Department, Groveport OH PD, Hamilton County OH SO, Hamilton OH PD, Hamilton Township OH PD, Harrison OH PD, Hebron OH PD, Henry County IN SO, Highland Heights KY PD, Highland Heights OH PD, Howland Township OH PD, Hubbard OH PD, Huron OH PD, Indian Hill OH PD, Jackson Township OH PD (Stark County), Jeffersontown KY PD, Lake County OH SO, Lakewood OH PD, Lebanon OH PD, Lima OH PD, London OH PD, Lorain OH PD, Loveland OH PD, Macedonia OH PD, Madison County OH SO, Madison TWP (Franklin CO) OH PD, Mansfield OH PD, Maple Heights OH PD, Marion County OH SO, Marion OH PD, Marysville OH PD, Mentor OH PD, MetroParks of Butler County OH PD, Miami County Park District OH Rangers, Miami Township OH PD (Clermont), Middleburg Heights OH PD, Monroe OH PD, Montgomery OH PD, Moraine OH PD, Mt. Healthy OH PD, New Lexington OH PD, New London OH PD, Newburgh Heights OH PD , Niles OH PD, North College Hill OH PD, North Olmsted OH PD, Norwood OH PD, Oakwood Village OH PD (Cuyahoga), Oberlin OH PD, Ohio Bureau of Criminal Investigation, Ohio Bureau of Workers' Compensation (LE), Olmsted Falls OH PD, Orange Village OH PD, Ottawa County OH SO, Parma Heights OH PD, Perrysburg OH PD, Portage County OH SO, Rocky River OH PD, Rossford OH PD, Sagamore Hills Township OH PD, Shaker Heights OH PD, Sharonville OH PD, Sheffield Village OH PD, Shelby OH PD, Sidney OH PD, Solon OH PD, Springdale OH PD, Springfield OH PD, Springfield Township OH (Hamilton Co) PD, Sullivan County IN SO, Sylvania OH PD, Tipp City OH PD, Troy OH PD, Twinsburg OH PD, Union City OH PD, Vandalia OH PD, Wadsworth OH PD, Walton Hills OH PD, Warren County OH SO, Wellington OH PD, West Carrollton OH PD, West Chester OH PD, West Milton OH PD, Westerville OH PD, Wickliffe OH PD, Willoughby Hills OH PD, Willoughby OH PD, Xenia OH PD, Zanesville OH PD",NA,43988,0,52,0
1656,Miami County OH SO,2024-04-26T11:18:29Z,2024-04-26T17:32:17Z,https://transparency.flocksafety.com/miami-county-oh-so,30 days,10,NA,"NCIC, NCMEC Amber Alert",167687,85,454,0
1669,Middleburg Heights OH PD,2024-04-26T09:55:18Z,2024-04-26T17:32:18Z,https://transparency.flocksafety.com/middleburg-heights-oh-pd,30 days,NA,"Adrian MI PD, Akron OH PD, Alliance OH PD, Altoona IA PD, Amberley Village OH PD, Amherst OH PD, Arcanum OH PD, Ashland County OH SO, Aurora OH PD , Austintown Township OH PD, Avon Lake OH PD, Bainbridge Township OH PD, Barberton OH PD, Bath Township OH PD, Bay Village OH PD, Bazetta Township OH PD, Beavercreek OH PD, Bedford OH PD, Beech Grove IN PD, Bellbrook OH PD , Bellefontaine OH PD, Bellville OH PD, Belpre OH PD, Bentleyville OH PD, Berea OH PD, Blendon Township OH PD, Blue Ash OH PD, Bowling Green OH PD, Bratenahl OH PD, Brecksville OH PD, Brigham City UT PD, Brimfield Township OH PD, Broadview Heights OH PD, Brook Park OH PD, Brooklyn Heights OH PD, Brooklyn OH PD, Brunswick Hills OH PD, Brunswick OH PD, Bryan OH PD, Buckeye Lake OH PD, Butler County OH SO, Butler Township OH PD, Butler Village OH PD, CAC - Suffolk County NY, Campbell OH PD, Canfield OH PD, Canton OH PD, Carmel IN PD, Case Western Reserve University OH PD, Centerville OH PD, Chagrin Falls OH PD , Chagrin Valley Dispatch , Chardon OH PD, Chesapeake VA PD , Chesterfield County VA PD, Chillicothe IL PD , Clark County OH SO, Clayton OH PD, Cleveland Clinic OH PD, Cleveland Heights OH PD, Cleveland Metro Parks OH PD , Cleveland OH Division of Police , Cleveland OH Metropolitan Schools Dept. of Safety and Security, Cleveland State University OH PD, Clinton Township OH PD, Coffeyville KS PD, Columbus OH PD, Conneaut OH PD, Copley Township OH PD, Cortland OH PD, Crawford County IL SO , Crestline OH PD, Creston OH PD, Cuyahoga County OH SO, Cuyahoga Emergency Communications Systems OH (CECOMS) , Cuyahoga Falls OH PD, Cuyahoga Heights OH PD, Cuyahoga Metro Housing Authority OH PD (CMHA), Davie County NC SO, Dayton OH PD, Delaware County OH SO, Delhi Twp OH PD, Delphos OH PD, Denison University Campus OH PD, Dept. of Natural Resources OH PD, Dublin OH PD, East Cleveland OH PD, Eastlake OH PD, Elizabethtown KY PD, Elmore OH PD, Englewood OH PD, Enon OH PD, Euclid OH PD, Evendale OH PD, Fairborn OH PD, Fairfax OH PD, Fairfield County OH SO, Fairfield OH PD, Fairfield Township OH PD, Fairlawn OH PD, Fairview Park OH PD, Fayette OH PD, FBI, Five Rivers MetroParks OH PD, Forest Park OH PD, Fort Loramie OH PD, Fort Wayne IN PD , Franklin County OH SO, Franklin OH PD, Franklin Township OH PD, Fraser MI DPS, Fremont OH PD, Fulton County OH SO, Gahanna OH PD, Galion OH PD, Gallia County OH SO, Garden City MI PD, Garfield Heights OH PD, Gates Mills Village OH PD, Geauga County OH SO , Genoa Township OH PD , German Township OH PD, Glenwillow OH PD, Golf Manor OH PD, Goshen TWP OH PD, Grafton OH PD, Grandview Heights OH PD, Granville OH PD, Great Parks of Hamilton County OH PD, Greater Cleveland Regional Transit Authority OH PD, Green Township OH PD, Greene County OH SO, Greenhills OH Police Department, Greenwood County SC SO, Grove City OH PD, Groveport OH PD, Hamilton County OH SO, Hamilton OH PD, Hamilton Township OH PD, Hanover Park IL PD , Hardin County OH SO, Harrison OH PD, Hazel Park MI PD, Heath OH PD, Hebron OH PD, Henry County OH SO, Highland Heights OH PD, Highland Hills OH PD, Hilliard OH PD, Hinckley OH PD, Holland OH PD, Houston TX PD, Howland Township OH PD, Hubbard OH PD, Huber Heights OH PD, Hudson OH PD , Hunting Valley OH PD, Huron OH PD, Independence OH PD, Indian Hill OH PD, Indiana State Police IN PD, Jackson Center OH PD, Jackson Township OH PD (Mahoning County), Jackson Township OH PD (Stark County), Jacksonville IL PD, Jefferson County MO SO, Justice IL PD, Kent OH PD, Kettering OH PD , Kirtland OH PD, Lake County OH SO, Lake County Prosecutor's Office (OH), Lake MetroParks OH Rangers, Lakeland Community College OH PD, Lakewood OH PD, Lancaster OH PD, Lebanon OH PD, Lexington OH PD, Liberty Township OH PD, Licking County OH SO, Lima OH PD, Lodi OH PD, London OH PD, Lookout Mountain TN PD, Lorain OH PD, Lordstown OH PD, Louisville Metro KY PD, Louisville OH PD, Loveland OH PD, Lucas County OH SO, Lyndhurst OH PD, Macedonia OH PD, Madeira OH PD, Madison County OH SO, Madison Township OH PD, Madison TWP (Franklin CO) OH PD, Madison Village OH PD, Mahoning County OH SO, Mahoning Valley Law Enforcement TF (OH), Mansfield OH PD, Maple Heights OH PD, Marion AR PD, Marion County OH SO, Marion OH PD, Marysville OH PD, Mason OH PD, Maumee OH PD, Mayfield Heights OH PD, Mayfield Village OH PD, Medina County OH SO, Medina OH PD , Medina Township OH PD, Mentor OH PD, Mentor on the Lake OH PD, Mercer County OH SO, Metro Police Authority of Genesee County MI, MetroParks of Butler County OH PD, Miami County OH SO, Miami County Park District OH Rangers, Miami Township OH PD (Dayton), Miamisburg OH PD , Middlefield OH PD, Middletown OH PD, Minerva Park OH PD, Monon IN PD, Monroe OH PD, Montgomery County IN SO, Montgomery County OH SO, Montgomery OH PD, Montville Township OH PD, Moraine OH PD, Moreland Hills OH PD, Moreland Hills OH PD (Custom Hotlist), Mount Vernon IN PD, Mount Vernon OH PD, Mt. Healthy OH PD, Murfreesboro TN PD, Muskingum County OH SO, Napoleon OH PD, Nash County NC SO, New Albany OH PD, New Bremen OH PD, New Castle County DE PD, New Castle PA PD, New Lexington OH PD, New London OH PD, New Vienna OH PD, New York State Police NY, Newark OH PD, Newburgh Heights OH PD , Niagara Frontier Transit Authority (NFTA) PD, Niles OH PD, Noblesville IN PD, North Canton OH PD, North College Hill OH PD, North Hampton OH PD, North Olmsted OH PD, North Ridgeville OH PD, North Royalton OH PD, Northeast Ohio Regional Fusion Center, Northfield OH PD, Norton OH PD, Norwalk OH PD, Norwood OH PD, Oakwood Village OH PD (Cuyahoga), Oberlin OH PD, Obetz OH PD, OH - Chester Township PD, OH - Prairie Township (Franklin County), Ohio Attorney General's Office - OOCIC, Ohio Bureau of Criminal Investigation, Ohio Bureau of Motor Vehicles (Ohio DPS), Ohio Bureau of Workers' Compensation (LE), Ohio DPS, Ohio Drug TF (HIDTA / Moreland Hills OH PD), Ohio State Highway Patrol, Ohio State University OH PD, Olmsted Falls OH PD, Olmsted Township OH PD, Onondaga County NY SO , Ontario OH PD, Orange Village OH PD, Oregon OH PD, Ottawa County OH SO, Ottawa Hills OH PD, Ottawa IL PD, Oxford OH PD, Parma Heights OH PD, Parma OH PD, Pataskala OH PD, Paulding County OH SO, Pepper Pike OH PD, Perkins Township OH PD, Perry Township OH PD, Perrysburg OH PD, Perrysburg Twp OH PD, Person County NC SO, Pickaway County OH SO, Pickerington OH PD, Pierce Township OH PD, Pittsboro IN PD, Plain City OH PD, Plover WI PD, Poland Township OH PD, Poland Village OH PD, Port Clinton OH PD, Portage County OH SO, Powell OH PD, Preble County OH SO, Promedica OH PD, Reading OH PD, Reynoldsburg OH PD, Richfield OH PD, Richland County OH SO, Richmond Heights OH PD, Richmond VA PD, Riverside OH PD, Rock Hill SC PD, Rocky River OH PD, Roseville MI PD, Ross Township OH PD, Rossford OH PD, Sagamore Hills Township OH PD, Salem OH PD, Sarasota FL PD, Sauk Prairie WI PD, Scioto County OH SO, Seven Hills OH PD, Seville OH PD, Shaker Heights OH PD, Sharonville OH PD, Sheffield Village OH PD, Shelby County KY SO, Shelby OH PD, Sidney OH PD, SLED - South Carolina Law Enforcement Division, Solon OH PD, South Central OH Major Crimes Unit, South Euclid OH PD, South Russell OH PD , Southwest Emergency Dispatch Center (OH), Springboro OH PD, Springdale OH PD, Springfield MO PD, Springfield OH PD, Springfield Township OH (Hamilton Co) PD, St. Ann MO PD, St. Clairsville OH PD, Sterling Heights MI PD, Stow OH PD, Streetsboro OH PD , Strongsville OH PD, Struthers PD OH, Sturthers OH PD, Sugarcreek Township OH PD, Summit County OH SO, Summit Metro Parks PD, Sunbury OH PD, Swanton OH PD, Sycamore Township OH, Sylvania OH PD, Sylvania Township OH PD, Tallmadge OH PD, Tarpon Springs FL PD, Thornton CO PD, Tipp City OH PD, Toledo OH PD, Tooele City PD UT, Trenton OH PD, Troy OH PD, Trumbull County OH 911 Center, Trumbull County OH SO, Tuscaloosa AL PD, Tuscarawas County OH SO, Twinsburg OH PD, Union City OH PD, Union OH PD, Union Township OH PD, University Circle OH PD, University of Akron OH PD, University of Toledo OH PD, Upper Arlington OH PD, US Postal Inspection Service, Vacaville CA PD, Vandalia OH PD, Vermilion OH PD, Wadsworth OH PD, Waite Hill OH PD, Walton Hills OH PD, Warren County OH SO, Warrensville Heights OH PD, Wartburg TN PD, Waterford Township PD- MI, WEB Drug Taskforce - OH PD , Wellington OH PD, West Carrollton OH PD, West Chester OH PD, West Jefferson OH PD, West Lafayette IN PD, West Milton OH PD, Westerville OH PD, Westfield Center OH PD, Westlake OH PD, Whitehall OH PD, WI Department of Justice, Wichita Falls TX PD , Wickliffe OH PD, Willoughby Hills OH PD, Willoughby OH PD, Willowick OH PD , Windham OH PD, Windsor Locks CT PD, Woodlawn OH PD, Woodmere OH PD, Woodville OH PD, Worthington OH PD, Wyandot County OH SO, Wyoming OH PD, Xenia OH PD, Zanesville OH PD","NCIC, NCMEC Amber Alert",430301,NA,171,0
2389,Springdale OH PD,2024-04-26T10:19:22Z,2024-04-26T17:32:20Z,https://transparency.flocksafety.com/springdale-oh-pd,30 days,10,NA,"NCIC, NCMEC Amber Alert",277672,1090,180,0
2525,Trotwood OH PD,2024-04-26T09:57:16Z,2024-04-26T17:32:21Z,https://transparency.flocksafety.com/trotwood-oh-pd,30 days,NA,NA,"NCIC, NCMEC Amber Alert",131811,NA,104,0
2651,Warren County OH SO,2024-04-26T10:49:26Z,2024-04-26T17:32:23Z,https://transparency.flocksafety.com/warren-county-oh-so,30 days,10,NA,"NCIC, NCMEC Amber Alert",143718,213,207,0
85,Arlington TX PD,2024-04-26T09:05:08Z,2024-04-26T17:32:25Z,https://transparency.flocksafety.com/arlington-tx-pd,30 days,NA,NA,"NCIC, NCMEC Amber Alert",NA,NA,NA,0
141,Barling AR PD,2024-04-26T08:09:07Z,2024-04-26T17:32:26Z,https://transparency.flocksafety.com/barling-ar-pd,30 days,5,"Anna TX PD, Batesville AR PD, Benton County AR SO, Boone County AR SO, Brookland AR PD, Cabot AR PD, Fort Smith AR PD, Grant County AR SO , Grant County AR SO1, Greenwood AR PD, Harrison AR PD, Hernando MS PD, Hot Springs AR PD, Jonesboro AR PD, Little Flock AR PD, Maumelle AR PD, Mayflower AR PD, Mesquite TX PD, Morrilton AR PD, Pine Bluff AR PD, Pocahontas AR PD, Poinsett County AR SO, Redfield AR PD , Sheridan AR PD, Sherwood AR PD, Texas Financial Crimes Intelligence Center, Tontitown AR PD, Trumann AR PD, Univ. of TX - Arlington PD, Van Buren AR PD, Ward AR PD, West Memphis AR PD, White County AR SO , White Hall AR PD, Wichita Falls TX PD","NCIC, NCMEC Amber Alert",87562,88,52,1
